how does moving into summer housing early work,3d0d440b-39a8-466c-95dc-5bcc98c4262f,3,,,,
how early can i move in to rit housing in summer,3d0d440b-39a8-466c-95dc-5bcc98c4262f,5,,,,
can i move into rit housing early in summer,3d0d440b-39a8-466c-95dc-5bcc98c4262f,5,,,,
how early can i move in to rit housing in summer,3d0d440b-39a8-466c-95dc-5bcc98c4262f,4,,,,
would it be possible for me to move into summer housing a day early,3d0d440b-39a8-466c-95dc-5bcc98c4262f,5,,,,
can i move in late to rit housing,28cc1c80-bf9e-480f-98a9-570104c0b57f,5,,,,
what all procedure needs to be followed for someone to move in late,28cc1c80-bf9e-480f-98a9-570104c0b57f,4,,,,
rit housing will allow me to move in late,28cc1c80-bf9e-480f-98a9-570104c0b57f,3,,,,
can someone else collect the keys on my behalf,b86596c0-ee4a-483e-b41c-fdfaa8eea613,5,,,,
will rit housing allow any other person to collect keys,b86596c0-ee4a-483e-b41c-fdfaa8eea613,5,,,,
is it possible that any other student can collect the keys on my behalf,b86596c0-ee4a-483e-b41c-fdfaa8eea613,5,,,,
who should pick up the keys,b86596c0-ee4a-483e-b41c-fdfaa8eea613,5,,,,
who should be present to collect the keys,b86596c0-ee4a-483e-b41c-fdfaa8eea613,5,,,,
can i collect the keys early,b86596c0-ee4a-483e-b41c-fdfaa8eea613,3,,,,
can i collect the keys later ,b86596c0-ee4a-483e-b41c-fdfaa8eea613,3,,,,
can i get a single room in global village just for spring,0d0e3d42-b7d1-44bb-90c9-eca33d14900c,5,,,,
can i get a single room,0d0e3d42-b7d1-44bb-90c9-eca33d14900c,1,,,,
can i get a single room in global village,0d0e3d42-b7d1-44bb-90c9-eca33d14900c,2,,,,
can i get a single room in spring,0d0e3d42-b7d1-44bb-90c9-eca33d14900c,2,,,,
any spaces available in spring for global village,0d0e3d42-b7d1-44bb-90c9-eca33d14900c,5,,,,
i would like to request a single room in global village just for spring,0d0e3d42-b7d1-44bb-90c9-eca33d14900c,5,,,,
can i get single room in residence hall,6edeb63a-789a-4fb7-8c66-be5f58299046,5,,,,
what are the chances of getting an individual room in residence hall,6edeb63a-789a-4fb7-8c66-be5f58299046,4,,,,
who will be given preference for the single room in residence hall,6edeb63a-789a-4fb7-8c66-be5f58299046,5,,,,
can i get a individual room,6edeb63a-789a-4fb7-8c66-be5f58299046,3,,,,
while applying can i add roommate when the room is filled,f058d17a-b8eb-4875-a5b8-dc48a2a0963b,5,,,,
how can i add roommate,f058d17a-b8eb-4875-a5b8-dc48a2a0963b,2,,,,
how can i inculde a roomate when the room is filled,f058d17a-b8eb-4875-a5b8-dc48a2a0963b,5,,,,
can i add a roomate when someone cancels,f058d17a-b8eb-4875-a5b8-dc48a2a0963b,4,,,,
how many days will be there to add a new roomate when a existing roomate cancels,f058d17a-b8eb-4875-a5b8-dc48a2a0963b,5,,,,
can i add more number of roomates than allowed,f058d17a-b8eb-4875-a5b8-dc48a2a0963b,3,,,,
can i get financial aid,289f6af6-159d-480d-a28e-520584ed7824,5,,,,
can i get any financial support,289f6af6-159d-480d-a28e-520584ed7824,5,,,,
can i get any monetary support,289f6af6-159d-480d-a28e-520584ed7824,5,,,,
can i get any reduction in the rit housing rates ,289f6af6-159d-480d-a28e-520584ed7824,4,,,,
where can i get information regarding billing,1f0f520b-dc69-41b0-8f43-eef3771bb082,5,,,,
how can i get details about billing,1f0f520b-dc69-41b0-8f43-eef3771bb082,5,,,,
whom to conatct regarding billing query,1f0f520b-dc69-41b0-8f43-eef3771bb082,5,,,,
where can i get rit housing bills,1f0f520b-dc69-41b0-8f43-eef3771bb082,4,,,,
rit housing bills ,1f0f520b-dc69-41b0-8f43-eef3771bb082,3,,,,
going on co-op and i am still interested in holding the space,8365197e-81be-4c78-825b-54bb0047859a,4,,,,
going on a internship and yet want to reserve my place in rit housing,8365197e-81be-4c78-825b-54bb0047859a,5,,,,
how to reserve rit housing for a term,8365197e-81be-4c78-825b-54bb0047859a,3,,,,
where to submit time warner/spectrum statement for credit,a40b4af6-1787-4ce2-a013-7855970fc84e,5,,,,
how many statements needs to be submitted for receiving the credit for time warner/spectrum,a40b4af6-1787-4ce2-a013-7855970fc84e,5,,,,
can i submit my internet bill monthly,a40b4af6-1787-4ce2-a013-7855970fc84e,4,,,,
how to submit internet statement for credit,a40b4af6-1787-4ce2-a013-7855970fc84e,4,,,,
what is the difference between a termination fee and cancellation fee,bb77afd1-88c5-417e-948f-bd5eae8f5284,5,,,,
how much is the termination fee,bb77afd1-88c5-417e-948f-bd5eae8f5284,4,,,,
i am a registered student. do i still have to pay termination fee,bb77afd1-88c5-417e-948f-bd5eae8f5284,4,,,,
i am going on a official registered co-op. do i have to pay termination fee,bb77afd1-88c5-417e-948f-bd5eae8f5284,4,,,,
when is the termination fee charged,bb77afd1-88c5-417e-948f-bd5eae8f5284,4,,,,
what is termination fee,bb77afd1-88c5-417e-948f-bd5eae8f5284,3,,,,
what is the procedure to terminate housing contract as a freshman,3f6d3a17-b5c8-42fb-8759-9492a577d4ae,5,,,,
can i terminate the housing contract as a freshman,3f6d3a17-b5c8-42fb-8759-9492a577d4ae,4,,,,
as a freshman can i move into non rit housing,3f6d3a17-b5c8-42fb-8759-9492a577d4ae,4,,,,
will i be charged cancellantion fee as a freshman? ,3f6d3a17-b5c8-42fb-8759-9492a577d4ae,3,,,,
how much cancellation fee will be charged for a freshman?,3f6d3a17-b5c8-42fb-8759-9492a577d4ae,3,,,,
when is the fall break,108f8903-aaf6-46f4-a03f-aa6f4ceb5fcc,4,,,,
is there a break between fall and spring,108f8903-aaf6-46f4-a03f-aa6f4ceb5fcc,5,,,,
when is the fall semester break,108f8903-aaf6-46f4-a03f-aa6f4ceb5fcc,5,,,,
what do i do at the end of the semester,ada615f3-94e8-44d4-ac8e-0be70e2bb4ec,5,,,,
is there a procedure for what to do at the end of the semester,ada615f3-94e8-44d4-ac8e-0be70e2bb4ec,5,,,,
how do i prepare myself for the end of the semester break,ada615f3-94e8-44d4-ac8e-0be70e2bb4ec,5,,,,
what do i do at the end of the semester if i live in residence halls,d87a794c-680b-4665-b52a-1f0453990186,5,,,,
is there a procedure for what to do at the end of the semester if i live in residence halls,d87a794c-680b-4665-b52a-1f0453990186,5,,,,
how do i prepare myself for the end of the semester break if i live in residence halls,d87a794c-680b-4665-b52a-1f0453990186,5,,,,
guide me on what to do for semester break,d87a794c-680b-4665-b52a-1f0453990186,4,ada615f3-94e8-44d4-ac8e-0be70e2bb4ec,5,,
how do i contact rit housing,44678050-6df4-4ab8-abf0-092f7eb6901c,4,,,,
can i contact rit housing,44678050-6df4-4ab8-abf0-092f7eb6901c,4,,,,
i need clarifications regarding housing,44678050-6df4-4ab8-abf0-092f7eb6901c,4,,,,
when do i renew my lease,7114d6f9-f17d-4a67-bcdd-a94e84a98ff5,5,8a180509-b4e8-4fa5-b950-40bac369beb4,2,,
when can i renew my contract,7114d6f9-f17d-4a67-bcdd-a94e84a98ff5,5,,,,
date to renew lease or contract,7114d6f9-f17d-4a67-bcdd-a94e84a98ff5,5,,,,
steps to renew my contract,7114d6f9-f17d-4a67-bcdd-a94e84a98ff5,4,,,,
how do i renew my contract,7114d6f9-f17d-4a67-bcdd-a94e84a98ff5,4,,,,
dates for room selection in global village,05f5cf14-f11f-410c-b3da-3b152ee18d85,5,8a180509-b4e8-4fa5-b950-40bac369beb4,2,,
when do i sign up for room selection in global village,05f5cf14-f11f-410c-b3da-3b152ee18d85,5,,,,
process for room selection in global village,05f5cf14-f11f-410c-b3da-3b152ee18d85,5,,,,
dates for room selection in greek circle,05f5cf14-f11f-410c-b3da-3b152ee18d85,5,,,,
when do i sign up for room selection greek circle,05f5cf14-f11f-410c-b3da-3b152ee18d85,5,,,,
process for room selection greek circle,05f5cf14-f11f-410c-b3da-3b152ee18d85,5,,,,
dates for room selection residence halls,05f5cf14-f11f-410c-b3da-3b152ee18d85,5,,,,
when do i sign up for room selection residence halls,05f5cf14-f11f-410c-b3da-3b152ee18d85,5,,,,
process for room selection residence halls,05f5cf14-f11f-410c-b3da-3b152ee18d85,5,,,,
is there informational session for housing selection,8a180509-b4e8-4fa5-b950-40bac369beb4,5,,,,
can you show how to choose my housing,8a180509-b4e8-4fa5-b950-40bac369beb4,4,,,,
need more information on housing selection,8a180509-b4e8-4fa5-b950-40bac369beb4,4,,,,
when does my housing contract end,180eb72e-fd5a-40a0-b5b3-bb80cf10760c,5,,,,
housing contract end date,180eb72e-fd5a-40a0-b5b3-bb80cf10760c,5,,,,
housing contract end date if i am graduating,180eb72e-fd5a-40a0-b5b3-bb80cf10760c,5,,,,
when can i depart after my housing contract ends,180eb72e-fd5a-40a0-b5b3-bb80cf10760c,2,,,,
any information on when my housing contract ends,180eb72e-fd5a-40a0-b5b3-bb80cf10760c,5,,,,
checklist for end of year procedures in global village riverknoll greek circle,2731d6a5-9bc1-42eb-aa70-14ecd10c2ffb,5,,,,
is storage allowed in rit housing after end of year in global village riverknoll greek circle,2731d6a5-9bc1-42eb-aa70-14ecd10c2ffb,5,,,,
can i store my stuffs after end of year in global village riverknoll greek circle,2731d6a5-9bc1-42eb-aa70-14ecd10c2ffb,5,,,,
can i leave my stuffs at my friend's house in global village riverknoll greek circle,2731d6a5-9bc1-42eb-aa70-14ecd10c2ffb,5,,,,
does rit provide storage while moving in global village riverknoll greek circle,2731d6a5-9bc1-42eb-aa70-14ecd10c2ffb,4,,,,
does rit provide storage in summer in global village riverknoll greek circle,2731d6a5-9bc1-42eb-aa70-14ecd10c2ffb,5,,,,
what if there is damage in the apartment while moving out in global village riverknoll greek circle,2731d6a5-9bc1-42eb-aa70-14ecd10c2ffb,4,,,,
where do i empty the trash while moving out in global village riverknoll greek circle,2731d6a5-9bc1-42eb-aa70-14ecd10c2ffb,4,,,,
whom do i contact if there is damage to the apartment in global village riverknoll greek circle,2731d6a5-9bc1-42eb-aa70-14ecd10c2ffb,3,,,,
what do i do to stuffs that i dont want to throw out while moving out in global village riverknoll greek circle,2731d6a5-9bc1-42eb-aa70-14ecd10c2ffb,3,,,,
where can i donate my used items in global village riverknoll greek circle,2731d6a5-9bc1-42eb-aa70-14ecd10c2ffb,3,,,,
summer housing options in global village riverknoll greek circle,00f89367-55f8-4648-a373-c6a79884a7cf,2,,,,
what if i want to extend my contract to summer in global village riverknoll greek circle,00f89367-55f8-4648-a373-c6a79884a7cf,2,,,,
how do i return my room keys in global village riverknoll greek circle,747464cc-b64f-4c7d-8837-c51e4b1f4f94,5,,,,
what if i am late to return the room keys in global village riverknoll greek circle,747464cc-b64f-4c7d-8837-c51e4b1f4f95,5,,,,
returning room keys late in global village riverknoll greek circle,747464cc-b64f-4c7d-8837-c51e4b1f4f96,5,,,,
can i mail my room keys in global village riverknoll greek circle,747464cc-b64f-4c7d-8837-c51e4b1f4f97,5,,,,
where do i return room keys when i move out in global village riverknoll greek circle,747464cc-b64f-4c7d-8837-c51e4b1f4f98,5,,,,
returning mailbox key in global village riverknoll greek circle,dd8b180d-5f27-4326-9e91-076a4b99b66b,5,,,,
how do i return my mailbox keys in global village riverknoll greek circle,dd8b180d-5f27-4326-9e91-076a4b99b66b,5,,,,
what if i am late to return the mailbox keys in global village riverknoll greek circle,dd8b180d-5f27-4326-9e91-076a4b99b66b,3,,,,
returning room keys late in global village riverknoll greek circle,dd8b180d-5f27-4326-9e91-076a4b99b66b,3,,,,
can i mail my mailbox keys in global village riverknoll greek circle,dd8b180d-5f27-4326-9e91-076a4b99b66b,3,,,,
where do i return room keys when i move out in global village riverknoll greek circle,dd8b180d-5f27-4326-9e91-076a4b99b66b,5,,,,
